"breath_id","id","R","C","time_step","u_in","u_out","pressure"
6,401,5,50,0,7.96861458436744,0,5.97809599597156
6,402,5,50,0.0342576503753662,12.3098731910913,0,6.47021101413007
6,403,5,50,0.0685410499572754,15.9933086952375,0,7.10293032319101
6,404,5,50,0.103607892990112,19.5681649034173,0,7.73564963225196
6,405,5,50,0.1379554271698,22.6827175121419,0,8.43867108676412
6,406,5,50,0.172230243682861,25.2646284635639,0,9.28229683217872
6,407,5,50,0.207302331924438,22.79633409626,0,9.91501614123965
6,408,5,50,0.241515874862671,19.4641702449103,0,9.56350541398359
6,409,5,50,0.275436162948608,14.9835748686353,0,9.77441185033724
6,410,5,50,0.310611486434937,10.9327500253232,0,9.70410970488603
6,411,5,50,0.344897508621216,6.52798217304215,0,9.84471399578846
6,412,5,50,0.378974199295044,2.90567254586994,0,9.6338075594348
6,413,5,50,0.414196968078613,1.86467370448069,0,9.49320326853236
6,414,5,50,0.448335886001587,1.46411099554828,0,9.70410970488603
6,415,5,50,0.482661485671997,1.80144357630949,0,9.56350541398359
6,416,5,50,0.517815589904785,1.2188392903249,0,9.84471399578846
6,417,5,50,0.552202224731445,2.1525602867665,0,9.42290112308115
6,418,5,50,0.5863356590271,0.967679179706496,0,9.98531828669088
6,419,5,50,0.621372938156128,2.18223410895324,0,9.42290112308115
6,420,5,50,0.655446767807007,0.995557981944428,0,9.98531828669088
6,421,5,50,0.689403295516968,1.88877343823617,0,9.56350541398359
6,422,5,50,0.724555492401123,0.823206222894951,0,10.0556204321421
6,423,5,50,0.758603096008301,1.85917452067531,0,9.56350541398359
6,424,5,50,0.79287314414978,0.956058172339315,0,9.98531828669088
6,425,5,50,0.827986717224121,1.69438752663842,0,9.6338075594348
6,426,5,50,0.862264633178711,0.77476826808832,0,10.0556204321421
6,427,5,50,0.896620988845825,1.49692078352078,0,9.70410970488603
6,428,5,50,0.93187427520752,1.0378819363014,0,9.91501614123965
6,429,5,50,0.966153621673584,1.16265345862389,0,9.84471399578846
6,430,5,50,1.00025081634521,0,1,9.84471399578846
21,1441,20,10,0,6.97963776395364,0,5.55628312326425
21,1442,20,10,0.0335569381713867,13.08450938625,0,6.25930457777641
21,1443,20,10,0.0673816204071045,12.8755809083703,0,9.00108825037386
21,1444,20,10,0.100892543792725,12.8383145770704,0,10.9695483230079
21,1445,20,10,0.1347975730896,13.3334617362493,0,11.4616633411664
21,1446,20,10,0.168670654296875,13.0570237036963,0,13.5707277047029
21,1447,20,10,0.202205181121826,12.4446813253033,0,16.1719070863979
21,1448,20,10,0.236128807067871,12.6346544462178,0,16.6640221045564
21,1449,20,10,0.269815921783447,12.4096457010719,0,17.9997628681295
21,1450,20,10,0.303898811340332,12.0863438885162,0,19.4058057771539
21,1451,20,10,0.33752179145813,11.7225751547175,0,20.741546540727
21,1452,20,10,0.371132373809814,11.3283035400252,0,22.0069851588488
21,1453,20,10,0.404812097549438,11.4025781077811,0,22.0772873043001
21,1454,20,10,0.438772201538086,10.5751511411801,0,24.1863516678365
21,1455,20,10,0.4726243019104,10.0975446300028,0,25.311185995056
21,1456,20,10,0.506525993347168,9.97919319425539,0,25.5220924314096
21,1457,20,10,0.540453910827637,9.60852601215046,0,26.295416031373
21,1458,20,10,0.573937654495239,9.1825706504983,0,27.1390417767876
21,1459,20,10,0.607726573944092,8.66783922293041,0,28.1232718131047
21,1460,20,10,0.641690015792847,8.24587472676918,0,28.8262932676168
21,1461,20,10,0.67522406578064,7.80791273987683,0,29.529314722129
21,1462,20,10,0.709190845489502,7.38199974645791,0,30.1620340311899
21,1463,20,10,0.742902994155884,7.00580800394114,0,30.6541490493484
21,1464,20,10,0.776636362075806,6.06802095384868,0,32.4117026856288
21,1465,20,10,0.810388088226318,5.60167555396632,0,32.9741198492386
21,1466,20,10,0.844244480133057,5.34410790335409,0,33.0444219946898
21,1467,20,10,0.877881288528442,4.97661980607485,0,33.3959327219459
21,1468,20,10,0.911821365356445,4.54662751475322,0,33.8880477401044
21,1469,20,10,0.945732116699219,4.14367817546646,0,34.3098606128117
21,1470,20,10,0.979457855224609,3.74073401176924,0,34.731673485519
37,2481,50,20,0,32.9821921470292,0,6.25930457777641
37,2482,50,20,0.0319633483886719,100,0,9.91501614123965
37,2483,50,20,0.0639081001281738,100,0,19.9682229407636
37,2484,50,20,0.0957870483398438,0,0,48.9327068666646
37,2485,50,20,0.127718687057495,0,0,58.9859136661885
37,2486,50,20,0.159645795822144,0,0,40.4964494125187
37,2487,50,20,0.191564798355103,68.7589952587877,0,27.4202503585925
37,2488,50,20,0.223536491394043,100,0,24.2566538132878
37,2489,50,20,0.255504608154297,0,0,46.7533403576769
37,2490,50,20,0.2874915599823,0,0,58.9859136661885
37,2491,50,20,0.319498777389526,0,0,41.4103773033845
37,2492,50,20,0.351422071456909,42.8378527004362,0,29.1075018494217
37,2493,50,20,0.383358478546143,85.6836401371139,0,25.3814881405072
37,2494,50,20,0.415337324142456,0,0,42.7461180669576
37,2495,50,20,0.447302103042603,0,0,51.8150948301645
37,2496,50,20,0.479147672653198,0,0,36.6298314127018
37,2497,50,20,0.511059522628784,70.5805028213329,0,26.4360203222755
37,2498,50,20,0.54299783706665,77.8085987842325,0,26.2251138859218
37,2499,50,20,0.574918508529663,0,0,47.2454553758354
37,2500,50,20,0.606850624084473,0,0,54.3459720664083
37,2501,50,20,0.638830661773682,0,0,39.1607086489456
37,2502,50,20,0.670762777328491,41.9717867644387,0,28.8262932676168
37,2503,50,20,0.702722787857056,63.0732565416431,0,27.2093439222388
37,2504,50,20,0.734636783599854,0,0,43.9412545396283
37,2505,50,20,0.766595840454102,0,0,50.0575411938841
37,2506,50,20,0.798539876937866,0,0,36.700133558153
37,2507,50,20,0.830572843551636,50.5157552426844,0,28.0529696676534
37,2508,50,20,0.862543344497681,52.7844607673712,0,28.2638761040071
37,2509,50,20,0.894477605819702,0,0,46.0503189031648
37,2510,50,20,0.926364183425903,0,0,50.9011669392987
53,3441,20,20,0,0.68515181413877,0,6.25930457777641
53,3442,20,20,0.0318551063537598,5.80601768644621,0,5.69688741416669
53,3443,20,20,0.0646553039550781,8.6965308548836,0,7.38413890499588
53,3444,20,20,0.096365213394165,10.7902301307634,0,9.77441185033724
53,3445,20,20,0.128118276596069,12.3022422637637,0,11.7428719229713
53,3446,20,20,0.159856557846069,13.3649596090074,0,13.1489148319956
53,3447,20,20,0.192723512649536,14.0363380645297,0,14.4846555955687
53,3448,20,20,0.224472045898438,14.3128062978108,0,15.7500942136906
53,3449,20,20,0.256200313568115,16.2234587472575,0,17.0858349772637
53,3450,20,20,0.287907838821411,19.4166182793682,0,18.1403671590319
53,3451,20,20,0.320565223693848,22.3061419100917,0,19.8276186498611
53,3452,20,20,0.352308034896851,24.7263794547697,0,21.6554744315928
53,3453,20,20,0.384015560150146,26.7540153097944,0,23.6239345042268
53,3454,20,20,0.415807008743286,28.4446241297439,0,25.4517902859584
53,3455,20,20,0.448617219924927,29.7487520429584,0,27.3499482131413
53,3456,20,20,0.480366945266724,29.0657795251318,0,28.896595413068
53,3457,20,20,0.512131452560425,28.3225182618569,0,29.4590125766778
53,3458,20,20,0.543907642364502,27.7242348217519,0,28.896595413068
53,3459,20,20,0.576562643051147,27.1083083529146,0,29.1075018494217
53,3460,20,20,0.608379364013672,26.4053002992227,0,29.880825449385
53,3461,20,20,0.640127658843994,25.6323568751947,0,30.513544758446
53,3462,20,20,0.671911716461182,24.7787365591118,0,31.2165662129581
53,3463,20,20,0.704867362976074,23.8049240014761,0,31.9898898129215
53,3464,20,20,0.736598253250122,22.7973965040232,0,32.6929112674337
53,3465,20,20,0.768242120742798,21.7771166346815,0,33.114724140141
53,3466,20,20,0.799914598464966,20.6785448326797,0,33.8880477401044
53,3467,20,20,0.832597494125366,19.4980177935896,0,34.5207670491653
53,3468,20,20,0.864238739013672,18.3352705919236,0,35.0128820673238
53,3469,20,20,0.895862817764282,17.1920998760963,0,35.2940906491287
53,3470,20,20,0.927607297897339,16.0501282415062,0,35.6456013763848
58,3761,5,50,0,0,0,6.39990886867885
58,3762,5,50,0.0319337844848633,6.77687816067165,0,6.18900243232522
58,3763,5,50,0.0638983249664307,11.2708240101281,0,7.0326281777398
58,3764,5,50,0.0958998203277588,16.6208524313551,0,7.38413890499588
58,3765,5,50,0.128665685653687,20.563323933905,0,8.36836894131291
58,3766,5,50,0.160618782043457,24.8845119052826,0,9.00108825037386
58,3767,5,50,0.1925950050354,28.7275949712102,0,9.77441185033724
58,3768,5,50,0.224550724029541,33.4735212397657,0,10.336829013947
58,3769,5,50,0.2574143409729,37.9927268224743,0,11.1804547593616
58,3770,5,50,0.289324998855591,32.662671598776,0,11.7428719229713
58,3771,5,50,0.32128381729126,27.3245720906908,0,11.5319654866176
58,3772,5,50,0.353249549865723,21.9853177100947,0,11.6022676320689
58,3773,5,50,0.386115312576294,16.4957307871208,0,11.6725697775201
58,3774,5,50,0.418098449707031,11.1535693136522,0,11.4616633411664
58,3775,5,50,0.450035333633423,5.81913353905018,0,11.3913611957152
58,3776,5,50,0.481993675231934,0.481113677345093,0,11.321059050264
58,3777,5,50,0.514872074127197,0,0,10.8992461775567
58,3778,5,50,0.546863555908203,0,0,11.1101526139103
58,3779,5,50,0.578852415084839,0,0,11.0398504684591
58,3780,5,50,0.610837459564209,0,0,10.9695483230079
58,3781,5,50,0.643658399581909,0,0,10.9695483230079
58,3782,5,50,0.675619602203369,0,0,11.0398504684591
58,3783,5,50,0.70757269859314,0,0,11.0398504684591
58,3784,5,50,0.739529848098755,0,0,10.9695483230079
58,3785,5,50,0.772389888763428,0,0,10.9695483230079
58,3786,5,50,0.804384469985962,0,0,10.9695483230079
58,3787,5,50,0.836375951766968,0,0,10.9695483230079
58,3788,5,50,0.868403196334839,0,0,10.9695483230079
58,3789,5,50,0.901326656341553,0,0,10.8992461775567
58,3790,5,50,0.933321714401245,0,0,10.8992461775567
71,4641,50,10,0,3.58993551438235,0,6.47021101413007
71,4642,50,10,0.031639575958252,9.530755274868,0,6.25930457777641
71,4643,50,10,0.0633096694946289,15.4773051826668,0,7.38413890499588
71,4644,50,10,0.0958597660064697,17.5659682569425,0,8.86048395947143
71,4645,50,10,0.127450704574585,11.6342809187373,0,10.8289440321055
71,4646,50,10,0.15910267829895,5.69113328590563,0,11.6725697775201
71,4647,50,10,0.190744400024414,0,0,12.2349869411298
71,4648,50,10,0.223386287689209,0,0,12.3755912320322
71,4649,50,10,0.255050420761108,0,0,12.2349869411298
71,4650,50,10,0.286674737930298,0,0,12.3755912320322
71,4651,50,10,0.318303346633911,0,0,12.3755912320322
71,4652,50,10,0.350824117660522,0,0,12.305289086581
71,4653,50,10,0.382500648498535,0,0,12.2349869411298
71,4654,50,10,0.414144039154053,0,0,12.0240805047762
71,4655,50,10,0.445766448974609,0,0,12.0943826502274
71,4656,50,10,0.478205680847168,0,0,11.8834762138737
71,4657,50,10,0.509822845458984,0,0,11.8131740684225
71,4658,50,10,0.541435956954956,0,0,11.7428719229713
