"breath_id","id","R","C","time_step","u_in","u_out","pressure","R_C","tot_u_in","last_u_in","first_u_in","max_u_in","u_in_diff1","u_in_diff2","u_in_diff3","u_in_diff_max","n_change_sign_u_in","area"
6,401,5,50,0,7.96861458436744,0,5.97809599597156,"5_50",7.96861458436744,0,7.96861458436744,25.2646284635639,7.96861458436744,7.96861458436744,7.96861458436744,-17.2960138791965,17,0
6,402,5,50,0.0342576503753662,12.3098731910913,0,6.47021101413007,"5_50",20.2784877754587,0,7.96861458436744,25.2646284635639,4.34125860672382,12.3098731910913,12.3098731910913,-12.9547552724727,17,0.421707331945498
6,403,5,50,0.0685410499572754,15.9933086952375,0,7.10293032319101,"5_50",36.2717964706962,0,7.96861458436744,25.2646284635639,3.68343550414625,8.02469411087007,15.9933086952375,-9.27131976832641,17,0.54830499263565
6,404,5,50,0.103607892990112,19.5681649034173,0,7.73564963225196,"5_50",55.8399613741135,0,7.96861458436744,25.2646284635639,3.57485620817978,7.25829171232603,11.5995503190499,-5.69646356014662,17,0.686193767108803
6,405,5,50,0.1379554271698,22.6827175121419,0,8.43867108676412,"5_50",78.5226788862554,0,7.96861458436744,25.2646284635639,3.1145526087246,6.68940881690439,10.3728443210506,-2.58191095142202,17,0.77909541503649
6,406,5,50,0.172230243682861,25.2646284635639,0,9.28229683217872,"5_50",103.787307349819,0,7.96861458436744,25.2646284635639,2.58191095142202,5.69646356014662,9.27131976832641,0,17,0.865940504859325
6,407,5,50,0.207302331924438,22.79633409626,0,9.91501614123965,"5_50",126.583641446079,0,7.96861458436744,25.2646284635639,-2.46829436730389,0.113616584118127,3.22816919284273,-2.46829436730389,17,0.799515041008506
6,408,5,50,0.241515874862671,19.4641702449103,0,9.56350541398359,"5_50",146.04781169099,0,7.96861458436744,25.2646284635639,-3.33216385134974,-5.80045821865363,-3.21854726723162,-5.80045821865363,17,0.665938224431304
6,409,5,50,0.275436162948608,14.9835748686353,0,9.77441185033724,"5_50",161.031386559625,0,7.96861458436744,25.2646284635639,-4.48059537627494,-7.81275922762469,-10.2810535949286,-10.2810535949286,17,0.508247176101324
6,410,5,50,0.310611486434937,10.9327500253232,0,9.70410970488603,"5_50",171.964136584948,0,7.96861458436744,25.2646284635639,-4.05082484331219,-8.53142021958714,-11.8635840709369,-14.3318784382408,17,0.384563018735904
6,411,5,50,0.344897508621216,6.52798217304215,0,9.84471399578846,"5_50",178.49211875799,0,7.96861458436744,25.2646284635639,-4.404767852281,-8.4555926955932,-12.9361880718681,-18.7366462905218,17,0.223818541616559
6,412,5,50,0.378974199295044,2.90567254586994,0,9.6338075594348,"5_50",181.39779130386,0,7.96861458436744,25.2646284635639,-3.62230962717221,-8.02707747945322,-12.0779023227654,-22.358955917694,17,0.0990157045450445
6,413,5,50,0.414196968078613,1.86467370448069,0,9.49320326853236,"5_50",183.262465008341,0,7.96861458436744,25.2646284635639,-1.04099884138925,-4.66330846856146,-9.06807632084246,-23.3999547590832,17,0.065678970749725
6,414,5,50,0.448335886001587,1.46411099554828,0,9.70410970488603,"5_50",184.726576003889,0,7.96861458436744,25.2646284635639,-0.400562708932411,-1.44156155032166,-5.06387117749387,-23.8005174680156,17,0.0499831651071459
6,415,5,50,0.482661485671997,1.80144357630949,0,9.56350541398359,"5_50",186.528019580199,0,7.96861458436744,25.2646284635639,0.337332580761217,-0.0632301281711938,-1.10422896956044,-23.4631848872544,17,0.0618356310292317
6,416,5,50,0.517815589904785,1.2188392903249,0,9.84471399578846,"5_50",187.746858870524,0,7.96861458436744,25.2646284635639,-0.582604285984591,-0.245271705223374,-0.645834414155785,-24.045789173239,17,0.0428472034550991
6,417,5,50,0.552202224731445,2.1525602867665,0,9.42290112308115,"5_50",189.89941915729,0,7.96861458436744,25.2646284635639,0.9337209964416,0.351116710457009,0.688449291218226,-23.1120681767974,17,0.0740193045234106
6,418,5,50,0.5863356590271,0.967679179706496,0,9.98531828669088,"5_50",190.867098336997,0,7.96861458436744,25.2646284635639,-1.18488110706001,-0.251160110618408,-0.833764396602999,-24.2969492838574,17,0.0330302136997843
6,419,5,50,0.621372938156128,2.18223410895324,0,9.42290112308115,"5_50",193.04933244595,0,7.96861458436744,25.2646284635639,1.21455492924674,0.0296738221867359,0.963394818628336,-23.0823943546107,17,0.0764595456002811
6,420,5,50,0.655446767807007,0.995557981944428,0,9.98531828669088,"5_50",194.044890427894,0,7.96861458436744,25.2646284635639,-1.18667612700881,0.0278788022379319,-1.15700230482208,-24.2690704816195,17,0.0339224730843472
6,421,5,50,0.689403295516968,1.88877343823617,0,9.56350541398359,"5_50",195.93366386613,0,7.96861458436744,25.2646284635639,0.893215456291742,-0.29346067071707,0.921094258529674,-23.3758550253278,17,0.0641361875933047
6,422,5,50,0.724555492401123,0.823206222894951,0,10.0556204321421,"5_50",196.756870089025,0,7.96861458436744,25.2646284635639,-1.06556721534122,-0.172351759049477,-1.35902788605829,-24.441422240669,17,0.0289375072234651
6,423,5,50,0.758603096008301,1.85917452067531,0,9.56350541398359,"5_50",198.616044609701,0,7.96861458436744,25.2646284635639,1.03596829778036,-0.0295989175608615,0.86361653873088,-23.4054539428886,17,0.0633004371165175
6,424,5,50,0.79287314414978,0.956058172339315,0,9.98531828669088,"5_50",199.57210278204,0,7.96861458436744,25.2646284635639,-0.903116348335992,0.132851949444364,-0.932715265896854,-24.3085702912246,17,0.0327641595921232
6,425,5,50,0.827986717224121,1.69438752663842,0,9.6338075594348,"5_50",201.266490308678,0,7.96861458436744,25.2646284635639,0.738329354299109,-0.164786994036883,0.871181303743474,-23.5702409369255,17,0.0594960002328699
6,426,5,50,0.862264633178711,0.77476826808832,0,10.0556204321421,"5_50",202.041258576767,0,7.96861458436744,25.2646284635639,-0.919619258550105,-0.181289904250995,-1.08440625258699,-24.4898601954756,17,0.0265574415778146
6,427,5,50,0.896620988845825,1.49692078352078,0,9.70410970488603,"5_50",203.538179360288,0,7.96861458436744,25.2646284635639,0.722152515432456,-0.197466743117649,0.540862611181461,-23.7677076800431,17,0.0514287428441351
6,428,5,50,0.93187427520752,1.0378819363014,0,9.91501614123965,"5_50",204.576061296589,0,7.96861458436744,25.2646284635639,-0.45903884721938,0.263113668213076,-0.656505590337028,-24.2267465272625,17,0.0365887491100629
6,429,5,50,0.966153621673584,1.16265345862389,0,9.84471399578846,"5_50",205.738714755213,0,7.96861458436744,25.2646284635639,0.124771522322493,-0.334267324896887,0.387885190535569,-24.10197500494,17,0.0398550007281364
6,430,5,50,1.00025081634521,0,1,9.84471399578846,"5_50",205.738714755213,0,7.96861458436744,25.2646284635639,-1.16265345862389,-1.0378819363014,-1.49692078352078,-25.2646284635639,17,0
21,1441,20,10,0,6.97963776395364,0,5.55628312326425,"20_10",6.97963776395364,3.74073401176924,6.97963776395364,13.3334617362493,6.97963776395364,6.97963776395364,6.97963776395364,-6.35382397229567,7,0
21,1442,20,10,0.0335569381713867,13.08450938625,0,6.25930457777641,"20_10",20.0641471502036,3.74073401176924,6.97963776395364,13.3334617362493,6.10487162229633,13.08450938625,13.08450938625,-0.248952349999341,7,0.439076072477319
21,1443,20,10,0.0673816204071045,12.8755809083703,0,9.00108825037386,"20_10",32.9397280585739,3.74073401176924,6.97963776395364,13.3334617362493,-0.208928477879635,5.89594314441669,12.8755809083703,-0.457880827878975,7,0.435512432825901
21,1444,20,10,0.100892543792725,12.8383145770704,0,10.9695483230079,"20_10",45.7780426356443,3.74073401176924,6.97963776395364,13.3334617362493,-0.0372663312999499,-0.246194809179585,5.85867681311674,-0.495147159178925,7,0.430223776192695
21,1445,20,10,0.1347975730896,13.3334617362493,0,11.4616633411664,"20_10",59.1115043718936,3.74073401176924,6.97963776395364,13.3334617362493,0.495147159178925,0.457880827878975,0.248952349999341,0,7,0.452071410796294
21,1446,20,10,0.168670654296875,13.0570237036963,0,13.5707277047029,"20_10",72.1685280755899,3.74073401176924,6.97963776395364,13.3334617362493,-0.27643803255301,0.218709126625916,0.181442795325966,-0.27643803255301,7,0.442281624240624
21,1447,20,10,0.202205181121826,12.4446813253033,0,16.1719070863979,"20_10",84.6132094008932,3.74073401176924,6.97963776395364,13.3334617362493,-0.612342378392983,-0.888780410945992,-0.393633251767067,-0.888780410945992,7,0.417326499731353
21,1448,20,10,0.236128807067871,12.6346544462178,0,16.6640221045564,"20_10",97.247863847111,3.74073401176924,6.97963776395364,13.3334617362493,0.189973120914495,-0.422369257478488,-0.698807290031498,-0.698807290031498,7,0.428613291391026
21,1449,20,10,0.269815921783447,12.4096457010719,0,17.9997628681295,"20_10",109.657509548183,3.74073401176924,6.97963776395364,13.3334617362493,-0.225008745145931,-0.0350356242314369,-0.64737800262442,-0.923816035177429,7,0.418045158311665
21,1450,20,10,0.303898811340332,12.0863438885162,0,19.4058057771539,"20_10",121.743853436699,3.74073401176924,6.97963776395364,13.3334617362493,-0.323301812555638,-0.548310557701569,-0.358337436787075,-1.24711784773307,7,0.411937523898828
