"id","breath_id","R","C","time_step","u_in","u_out","pressure"
38721,751,20,50,0,0,0,6.47021101413007
38722,751,20,50,0.0342245101928711,0,0,6.04839814142278
38723,751,20,50,0.0693812370300293,0,0,6.47021101413007
38724,751,20,50,0.103671789169312,0,0,6.25930457777641
38725,751,20,50,0.138219356536865,0,0,6.18900243232522
38726,751,20,50,0.173364877700806,0.797552401270949,0,6.11870028687399
38727,751,20,50,0.207579374313354,1.65075268347743,0,6.47021101413007
38728,751,20,50,0.24174165725708,2.43018321644658,0,6.54051315958128
38729,751,20,50,0.27705979347229,3.10860954171847,0,6.82172174138615
38730,751,20,50,0.31135106086731,3.6347937061618,0,7.17323246864223
38731,751,20,50,0.345655679702759,3.9468385213571,0,7.8762539231544
38732,751,20,50,0.380706071853638,4.33688897597479,0,7.52474319589832
38733,751,20,50,0.415044784545898,4.47760357191531,0,8.36836894131291
38734,751,20,50,0.449370622634888,4.48277247260256,0,8.86048395947143
38735,751,20,50,0.484405040740967,4.41404770584873,0,9.1416925412763
38736,751,20,50,0.518427133560181,4.20823616004187,0,9.70410970488603
38737,751,20,50,0.552764654159546,3.95965197736975,0,9.91501614123965
38738,751,20,50,0.587993860244751,3.88798372034713,0,9.28229683217872
38739,751,20,50,0.622281551361084,3.80466074571171,0,9.35259897762993
38740,751,20,50,0.656287908554077,3.69146844227839,0,9.49320326853236
38741,751,20,50,0.691481590270996,3.56353539366641,0,9.56350541398359
38742,751,20,50,0.725639343261719,5.82472185831177,0,9.6338075594348
38743,751,20,50,0.759743452072144,7.90436998277186,0,10.8992461775567
38744,751,20,50,0.795105934143066,9.701411175615,0,12.3755912320322
38745,751,20,50,0.829386711120605,10.3206146336424,0,13.7816341410565
38746,751,20,50,0.863457441329956,6.74756039282009,0,14.906468468276
38747,751,20,50,0.898437023162842,4.1543588552878,0,13.8519362865078
38748,751,20,50,0.932515859603882,1.62793382601164,0,12.5161955229347
38749,751,20,50,0.966438770294189,0,0,12.0943826502274
38750,751,20,50,1.00166201591492,0,1,12.1646847956786
56241,1111,5,50,0,100,0,5.55628312326425
56242,1111,5,50,0.0339133739471436,100,0,10.2665268684958
56243,1111,5,50,0.0681054592132568,100,0,13.5707277047029
56244,1111,5,50,0.102378129959106,100,0,17.0155328318125
56245,1111,5,50,0.136507749557495,100,0,18.2106693044832
56246,1111,5,50,0.17045521736145,100,0,19.6870143589587
56247,1111,5,50,0.204371452331543,100,0,20.9524529770806
56248,1111,5,50,0.238428115844727,100,0,21.8663808679464
56249,1111,5,50,0.272221803665161,100,0,22.8506109042634
56250,1111,5,50,0.306429624557495,100,0,23.9754452314829
56251,1111,5,50,0.340558767318726,100,0,25.2408838496048
56252,1111,5,50,0.374419450759888,100,0,26.928135340434
56253,1111,5,50,0.408292293548584,98.2309381712323,0,28.3341782494583
56254,1111,5,50,0.442432880401611,92.6756484516754,0,28.896595413068
56255,1111,5,50,0.476347923278809,88.28622999086,0,29.3184082857753
56256,1111,5,50,0.510494470596313,91.0032053264209,0,28.9668975585192
56257,1111,5,50,0.544433116912842,82.0717088371587,0,29.880825449385
56258,1111,5,50,0.578457832336426,73.5474933446336,0,30.7244511947996
56259,1111,5,50,0.612282514572144,75.3000354181059,0,30.4432426129948
56260,1111,5,50,0.646461486816406,60.1492413486446,0,31.9898898129215
56261,1111,5,50,0.680512666702271,55.0702777919552,0,32.4117026856288
56262,1111,5,50,0.71455454826355,54.524844861234,0,32.3414005401776
56263,1111,5,50,0.748553276062012,43.5966114811495,0,33.3959327219459
56264,1111,5,50,0.782477855682373,37.6680604493052,0,33.8880477401044
56265,1111,5,50,0.816532373428345,33.6382505234538,0,34.1692563219092
56266,1111,5,50,0.850489854812622,25.0328299633832,0,34.9425799218726
56267,1111,5,50,0.884530305862427,21.5230692120962,0,35.1534863582263
56268,1111,5,50,0.91867733001709,15.4234349920062,0,35.6456013763848
56269,1111,5,50,0.952611923217773,9.93838548751234,0,36.0674142490921
56270,1111,5,50,0.986642360687256,0,1,35.9971121036409
70001,1390,50,50,0,0,0,7.0326281777398
70002,1390,50,50,0.0318210124969482,0.669712686238758,0,5.41567883236183
70003,1390,50,50,0.0634663105010986,1.80393460759675,0,6.82172174138615
70004,1390,50,50,0.0952467918395996,2.82493137733225,0,8.01685821405683
70005,1390,50,50,0.127002239227295,3.7371787799392,0,9.1416925412763
70006,1390,50,50,0.15886664390564,4.53874928604972,0,10.5477354503006
70007,1390,50,50,0.190601825714111,5.21306008282099,0,12.3755912320322
70008,1390,50,50,0.222425937652588,5.77812189825795,0,14.0628427228614
70009,1390,50,50,0.254141807556152,6.24896403297333,0,15.4688856318857
70010,1390,50,50,0.285834789276123,6.63568654827681,0,16.8046263954589
70011,1390,50,50,0.317583322525024,6.94413068005779,0,18.1403671590319
70012,1390,50,50,0.349284410476685,7.23081720438024,0,18.2106693044832
70013,1390,50,50,0.381071805953979,7.53345860143873,0,17.4373457045198
70014,1390,50,50,0.41276741027832,7.73509589727873,0,19.4058057771539
70015,1390,50,50,0.444497108459473,7.89553913436092,0,20.108827231666
70016,1390,50,50,0.476208448410034,8.1226357259524,0,18.2809714499344
70017,1390,50,50,0.507974147796631,8.32771331290346,0,18.491877886288
70018,1390,50,50,0.539731025695801,8.42056588475,0,20.8821508316294
70019,1390,50,50,0.571439266204834,8.43437971645426,0,22.6397044679098
70020,1390,50,50,0.603148698806763,8.39160873989344,0,23.9754452314829
70021,1390,50,50,0.634870767593384,8.31614243806947,0,24.8190709768975
70022,1390,50,50,0.666609525680542,8.20989487710251,0,25.6626967223121
70023,1390,50,50,0.698362588882446,8.08056062748773,0,26.3657181768242
70024,1390,50,50,0.730060815811157,7.93861005307358,0,26.8578331949828
70025,1390,50,50,0.761813640594482,7.84016904040101,0,26.0142074495682
70026,1390,50,50,0.793523788452148,7.86805323969323,0,23.1318194860683
70027,1390,50,50,0.82527232170105,7.96775977087561,0,21.3742658497879
70028,1390,50,50,0.857075929641724,8.10875430098562,0,20.2494315225684
70029,1390,50,50,0.888869524002075,8.21774054098138,0,20.8118486861782
70030,1390,50,50,0.920573949813843,8.20549993244183,0,23.5536323587756
92721,1881,20,50,0,0,0,5.55628312326425
92722,1881,20,50,0.0336573123931885,26.268071142111,0,5.62658526871548
92723,1881,20,50,0.067579984664917,11.9372808576156,0,8.01685821405683
92724,1881,20,50,0.101647138595581,0,0,10.336829013947
92725,1881,20,50,0.135630130767822,19.9660940728446,0,6.68111745048372
92726,1881,20,50,0.169669628143311,10.2718806892444,0,8.2980667958617
92727,1881,20,50,0.203651428222656,0,0,10.0556204321421
92728,1881,20,50,0.237772941589355,18.2979574879845,0,6.96232603228859
92729,1881,20,50,0.27190637588501,7.75622059734386,0,8.71987966856899
92730,1881,20,50,0.306043386459351,0.158857559805069,0,9.98531828669088
92731,1881,20,50,0.340019226074219,15.7780752793569,0,7.38413890499588
92732,1881,20,50,0.374022483825684,6.49972111420103,0,8.93078610492264
92733,1881,20,50,0.407929420471191,1.43403688397196,0,9.77441185033724
92734,1881,20,50,0.441830635070801,14.5203946896297,0,7.59504534134954
92735,1881,20,50,0.475879907608032,0.173070002444075,0,9.98531828669088
92736,1881,20,50,0.509838104248047,9.03521836368506,0,8.50897323221533
92737,1881,20,50,0.543811559677124,4.81643703226464,0,9.21199468672749
92738,1881,20,50,0.577913045883179,3.1267768326948,0,9.49320326853236
92739,1881,20,50,0.611957311630249,10.7252240880595,0,8.22776465041048
92740,1881,20,50,0.646040678024292,0.174136838078093,0,9.98531828669088
92741,1881,20,50,0.680062770843506,7.34718136979361,0,8.7901818140202
