"id","breath_id","R","C","time_step","u_in","u_out","pressure","R_C","tot_u_in","last_u_in","first_u_in","max_u_in","u_in_diff1","u_in_diff2","u_in_diff_max","n_change_sign_u_in","clust"
166321,3398,20,20,0,8.35671079194138,0,4.99386595965452,"20_20",8.35671079194138,0,8.35671079194138,28.5805105008363,8.35671079194138,8.35671079194138,-20.2237997088949,1,1
166322,3398,20,20,0.0341792106628418,15.306977521357,0,5.76718955961791,"20_20",23.6636883132984,0,8.35671079194138,28.5805105008363,6.95026672941562,15.306977521357,-13.2735329794793,1,1
166323,3398,20,20,0.0681843757629395,20.4524302884066,0,8.2980667958617,"20_20",44.116118601705,0,8.35671079194138,28.5805105008363,5.1454527670496,12.0957194964652,-8.1280802124297,1,1
166324,3398,20,20,0.102184772491455,23.6566672175597,0,11.8834762138737,"20_20",67.7727858192647,0,8.35671079194138,28.5805105008363,3.2042369291531,8.3496896962027,-4.9238432832766,1,1
166325,3398,20,20,0.136176347732544,26.1000834221517,0,13.9925405774102,"20_20",93.8728692414164,0,8.35671079194138,28.5805105008363,2.443416204592,5.6476531337451,-2.4804270786846,1,1
166326,3398,20,20,0.170287847518921,27.6437886489381,0,15.9610006500443,"20_20",121.516657890354,0,8.35671079194138,28.5805105008363,1.5437052267864,3.9871214313784,-0.936721851898202,1,1
166327,3398,20,20,0.204345941543579,28.4717444945992,0,17.6482521408734,"20_20",149.988402384954,0,8.35671079194138,28.5805105008363,0.827955845661101,2.3716610724475,-0.108766006237101,1,1
166328,3398,20,20,0.238463640213013,28.5805105008363,0,19.3355036317026,"20_20",178.56891288579,0,8.35671079194138,28.5805105008363,0.108766006237101,0.936721851898202,0,1,1
166329,3398,20,20,0.272545576095581,28.4241217620431,0,20.3197336680196,"20_20",206.993034647833,0,8.35671079194138,28.5805105008363,-0.156388738793201,-0.0476227325560998,-0.156388738793201,1,1
166330,3398,20,20,0.306671619415283,28.4210325428508,0,20.3900358134709,"20_20",235.414067190684,0,8.35671079194138,28.5805105008363,-0.00308921919230087,-0.159477957985501,-0.159477957985501,1,1
166331,3398,20,20,0.340653419494629,28.1858383374451,0,20.8118486861782,"20_20",263.599905528129,0,8.35671079194138,28.5805105008363,-0.235194205405698,-0.238283424597999,-0.394672163391199,1,1
166332,3398,20,20,0.374750852584839,26.9374395785526,0,22.710006613361,"20_20",290.537345106682,0,8.35671079194138,28.5805105008363,-1.2483987588925,-1.4835929642982,-1.6430709222837,1,1
166333,3398,20,20,0.408805370330811,26.0431784292948,0,22.8506109042634,"20_20",316.580523535976,0,8.35671079194138,28.5805105008363,-0.894261149257797,-2.1426599081503,-2.5373320715415,1,1
