"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
0,0.0342576503753662,0.0685410499572754,0.103607892990112,0.1379554271698,0.172230243682861,0.207302331924438,0.241515874862671,0.275436162948608,0.310611486434937,0.344897508621216,0.378974199295044,0.414196968078613,0.448335886001587,0.482661485671997,0.517815589904785,0.552202224731445,0.5863356590271,0.621372938156128,0.655446767807007,0.689403295516968,0.724555492401123,0.758603096008301,0.79287314414978,0.827986717224121,0.862264633178711,0.896620988845825,0.93187427520752,0.966153621673584,1.00025081634521
0,0.0335569381713867,0.0673816204071045,0.100892543792725,0.1347975730896,0.168670654296875,0.202205181121826,0.236128807067871,0.269815921783447,0.303898811340332,0.33752179145813,0.371132373809814,0.404812097549438,0.438772201538086,0.4726243019104,0.506525993347168,0.540453910827637,0.573937654495239,0.607726573944092,0.641690015792847,0.67522406578064,0.709190845489502,0.742902994155884,0.776636362075806,0.810388088226318,0.844244480133057,0.877881288528442,0.911821365356445,0.945732116699219,0.979457855224609
0,0.0319633483886719,0.0639081001281738,0.0957870483398438,0.127718687057495,0.159645795822144,0.191564798355103,0.223536491394043,0.255504608154297,0.2874915599823,0.319498777389526,0.351422071456909,0.383358478546143,0.415337324142456,0.447302103042603,0.479147672653198,0.511059522628784,0.54299783706665,0.574918508529663,0.606850624084473,0.638830661773682,0.670762777328491,0.702722787857056,0.734636783599854,0.766595840454102,0.798539876937866,0.830572843551636,0.862543344497681,0.894477605819702,0.926364183425903
0,0.0318551063537598,0.0646553039550781,0.096365213394165,0.128118276596069,0.159856557846069,0.192723512649536,0.224472045898438,0.256200313568115,0.287907838821411,0.320565223693848,0.352308034896851,0.384015560150146,0.415807008743286,0.448617219924927,0.480366945266724,0.512131452560425,0.543907642364502,0.576562643051147,0.608379364013672,0.640127658843994,0.671911716461182,0.704867362976074,0.736598253250122,0.768242120742798,0.799914598464966,0.832597494125366,0.864238739013672,0.895862817764282,0.927607297897339
0,0.0319337844848633,0.0638983249664307,0.0958998203277588,0.128665685653687,0.160618782043457,0.1925950050354,0.224550724029541,0.2574143409729,0.289324998855591,0.32128381729126,0.353249549865723,0.386115312576294,0.418098449707031,0.450035333633423,0.481993675231934,0.514872074127197,0.546863555908203,0.578852415084839,0.610837459564209,0.643658399581909,0.675619602203369,0.70757269859314,0.739529848098755,0.772389888763428,0.804384469985962,0.836375951766968,0.868403196334839,0.901326656341553,0.933321714401245
0,0.031639575958252,0.0633096694946289,0.0958597660064697,0.127450704574585,0.15910267829895,0.190744400024414,0.223386287689209,0.255050420761108,0.286674737930298,0.318303346633911,0.350824117660522,0.382500648498535,0.414144039154053,0.445766448974609,0.478205680847168,0.509822845458984,0.541435956954956,0.573051929473877,0.605653762817383,0.637450456619263,0.669153690338135,0.70076584815979,0.733425855636597,0.765123128890991,0.796746015548706,0.828524589538574,0.860992670059204,0.89282488822937,0.924437522888184
0,0.0318841934204102,0.0638191699981689,0.0957705974578857,0.127670049667358,0.159605503082275,0.191554546356201,0.223511457443237,0.255433797836304,0.287339687347412,0.319146871566772,0.350920438766479,0.382672548294067,0.414479970932007,0.446279764175415,0.478196620941162,0.510100841522217,0.542036533355713,0.573962926864624,0.60582423210144,0.637761354446411,0.669661521911621,0.701591491699219,0.733508586883545,0.765451669692993,0.797348022460938,0.829280376434326,0.861197948455811,0.893153429031372,0.925074100494385
0,0.0351650714874268,0.0694656372070312,0.103613376617432,0.138680934906006,0.172732591629028,0.206894159317017,0.242020130157471,0.276233673095703,0.310390949249268,0.345407009124756,0.379570960998535,0.413792610168457,0.448864459991455,0.483118295669556,0.517455101013184,0.55260968208313,0.586968898773193,0.6212317943573,0.656260251998901,0.690579891204834,0.724645376205444,0.75967001914978,0.793975591659546,0.828060388565063,0.86313009262085,0.897373676300049,0.931672334671021,0.966671705245972,1.00076651573181
0,0.0317153930664062,0.0634543895721436,0.0952143669128418,0.127016067504883,0.15876579284668,0.190691232681274,0.222631931304932,0.254523277282715,0.286268472671509,0.318064212799072,0.349946975708008,0.381872892379761,0.413764953613281,0.445659875869751,0.477627992630005,0.509516477584839,0.541413545608521,0.573317289352417,0.605165243148804,0.637079954147339,0.668997526168823,0.700912475585938,0.732827663421631,0.76466965675354,0.79662013053894,0.828571319580078,0.860493183135986,0.892391204833984,0.924295902252197
0,0.0332374572753906,0.0669412612915039,0.100721120834351,0.134467363357544,0.168171882629395,0.202099800109863,0.236105442047119,0.269933700561523,0.303586721420288,0.337684154510498,0.371328830718994,0.405205249786377,0.439203023910522,0.473210096359253,0.506791114807129,0.540359497070312,0.573888301849365,0.607978820800781,0.64172887802124,0.675506114959717,0.70920205116272,0.742900848388672,0.776479721069336,0.8100745677948,0.843870639801025,0.877859354019165,0.911402702331543,0.945106983184814,0.978751420974731
0,0.035181999206543,0.0692043304443359,0.103389263153076,0.138345956802368,0.172391653060913,0.206430196762085,0.241353750228882,0.275334358215332,0.309549808502197,0.344442844390869,0.378474950790405,0.412794589996338,0.447672128677368,0.481573581695557,0.515914440155029,0.551094770431519,0.585236072540283,0.619339227676392,0.654253005981445,0.688305377960205,0.7225501537323,0.757394313812256,0.791421175003052,0.82545018196106,0.860607624053955,0.894711971282959,0.928935766220093,0.963712930679321,0.997797966003418
0,0.0317459106445312,0.0635988712310791,0.0952692031860352,0.127839326858521,0.159687042236328,0.191384792327881,0.223108053207397,0.255756616592407,0.287494421005249,0.319258451461792,0.351031303405762,0.383658409118652,0.415295600891113,0.447177648544312,0.478928804397583,0.5118727684021,0.543681144714355,0.575408220291138,0.607176065444946,0.639794588088989,0.671571254730225,0.703340530395508,0.735141277313232,0.767784595489502,0.799491882324219,0.831173419952393,0.862937450408936,0.895548582077026,0.927228927612305
0,0.0337121486663818,0.0674953460693359,0.10149073600769,0.135305166244507,0.169071674346924,0.20276927947998,0.236594200134277,0.270263433456421,0.303974390029907,0.337629079818726,0.371394395828247,0.405066013336182,0.438710451126099,0.472486019134521,0.506052494049072,0.539764404296875,0.573484897613525,0.60729718208313,0.64105224609375,0.674907207489014,0.708747625350952,0.742621421813965,0.776456832885742,0.810209274291992,0.843828439712524,0.877708435058594,0.911190986633301,0.94502854347229,0.978704690933228
0,0.0337898731231689,0.0676167011260986,0.101404190063477,0.135185480117798,0.169034004211426,0.202751636505127,0.236342668533325,0.270051956176758,0.303832530975342,0.337627172470093,0.371223211288452,0.404902458190918,0.438678026199341,0.472376585006714,0.506088972091675,0.539783954620361,0.573520421981812,0.607087850570679,0.640661478042603,0.674215316772461,0.707876205444336,0.741643190383911,0.775139808654785,0.808750867843628,0.842539310455322,0.87622594833374,0.909819364547729,0.943484783172607,0.977125883102417
0,0.0319116115570068,0.0637795925140381,0.0956871509552002,0.127617359161377,0.159479379653931,0.191366910934448,0.223294973373413,0.255199432373047,0.287095308303833,0.318927049636841,0.350708246231079,0.382447719573975,0.414261817932129,0.446004867553711,0.477767467498779,0.509568452835083,0.541464805603027,0.573368072509766,0.60527515411377,0.637171506881714,0.669080018997192,0.701025009155273,0.732930898666382,0.764864206314087,0.796778678894043,0.828799724578857,0.860779762268066,0.89265251159668,0.924524784088135
0,0.0340843200683594,0.0681455135345459,0.103339672088623,0.137296676635742,0.171441078186035,0.206129789352417,0.240110158920288,0.274317741394043,0.309129953384399,0.343173027038574,0.377174615859985,0.412124872207642,0.446086883544922,0.480162858963013,0.514804601669312,0.548681735992432,0.582628726959229,0.617612600326538,0.651863098144531,0.685828924179077,0.720891237258911,0.755204200744629,0.789448976516724,0.824320077896118,0.858695268630981,0.89256763458252,0.927511692047119,0.96186900138855,0.995847940444946
0,0.0326743125915527,0.0644717216491699,0.0961675643920898,0.127955913543701,0.160625696182251,0.192343950271606,0.224046468734741,0.255847454071045,0.288547992706299,0.320322275161743,0.352073192596436,0.383866548538208,0.416457414627075,0.448223114013672,0.47986102104187,0.511581659317017,0.544246912002563,0.576105117797852,0.607928514480591,0.639654397964478,0.672374725341797,0.704163789749146,0.735980749130249,0.767683982849121,0.800441741943359,0.832122325897217,0.864057302474976,0.895929098129272,0.928597688674927
0,0.0327179431915283,0.0643618106842041,0.0960338115692139,0.127761363983154,0.160380363464355,0.19213080406189,0.223902702331543,0.255635738372803,0.288262605667114,0.320006132125854,0.351727962493896,0.383406162261963,0.416093349456787,0.447862148284912,0.479594945907593,0.511406183242798,0.544111967086792,0.575996160507202,0.607642650604248,0.639447450637817,0.672158718109131,0.703998804092407,0.735836982727051,0.767565011978149,0.800246238708496,0.831942081451416,0.863656759262085,0.895378828048706,0.928068399429321
0,0.0337283611297607,0.0676450729370117,0.101622104644775,0.135577201843262,0.169516801834106,0.20337963104248,0.237391710281372,0.271353244781494,0.305234909057617,0.339253187179565,0.373246908187866,0.407326459884644,0.441242694854736,0.475310087203979,0.509219408035278,0.543224573135376,0.577386856079102,0.61147141456604,0.645468950271606,0.67953896522522,0.713642120361328,0.747571229934692,0.781549453735352,0.815533638000488,0.849547624588013,0.883466958999634,0.917470216751099,0.951602220535278,0.985572814941406
